l_wrist_x;l_wrist_y;l_wrist_z;l_thumb_cmc_x;l_thumb_cmc_y;l_thumb_cmc_z;l_thumb_mcp_x;l_thumb_mcp_y;l_thumb_mcp_z;l_thumb_ip_x;l_thumb_ip_y;l_thumb_ip_z;l_thumb_tip_x;l_thumb_tip_y;l_thumb_tip_z;l_index_finger_mcp_x;l_index_finger_mcp_y;l_index_finger_mcp_z;l_index_finger_pip_x;l_index_finger_pip_y;l_index_finger_pip_z;l_index_finger_dip_x;l_index_finger_dip_y;l_index_finger_dip_z;l_index_finger_tip_x;l_index_finger_tip_y;l_index_finger_tip_z;l_middle_finger_mcp_x;l_middle_finger_mcp_y;l_middle_finger_mcp_z;l_middle_finger_pip_x;l_middle_finger_pip_y;l_middle_finger_pip_z;l_middle_finger_dip_x;l_middle_finger_dip_y;l_middle_finger_dip_z;l_middle_finger_tip_x;l_middle_finger_tip_y;l_middle_finger_tip_z;l_ring_finger_mcp_x;l_ring_finger_mcp_y;l_ring_finger_mcp_z;l_ring_finger_pip_x;l_ring_finger_pip_y;l_ring_finger_pip_z;l_ring_finger_dip_x;l_ring_finger_dip_y;l_ring_finger_dip_z;l_ring_finger_tip_x;l_ring_finger_tip_y;l_ring_finger_tip_z;l_pinky_mcp_x;l_pinky_mcp_y;l_pinky_mcp_z;l_pinky_pip_x;l_pinky_pip_y;l_pinky_pip_z;l_pinky_dip_x;l_pinky_dip_y;l_pinky_dip_z;l_pinky_tip_x;l_pinky_tip_y;l_pinky_tip_z;r_wrist_x;r_wrist_y;r_wrist_z;r_thumb_cmc_x;r_thumb_cmc_y;r_thumb_cmc_z;r_thumb_mcp_x;r_thumb_mcp_y;r_thumb_mcp_z;r_thumb_ip_x;r_thumb_ip_y;r_thumb_ip_z;r_thumb_tip_x;r_thumb_tip_y;r_thumb_tip_z;r_index_finger_mcp_x;r_index_finger_mcp_y;r_index_finger_mcp_z;r_index_finger_pip_x;r_index_finger_pip_y;r_index_finger_pip_z;r_index_finger_dip_x;r_index_finger_dip_y;r_index_finger_dip_z;r_index_finger_tip_x;r_index_finger_tip_y;r_index_finger_tip_z;r_middle_finger_mcp_x;r_middle_finger_mcp_y;r_middle_finger_mcp_z;r_middle_finger_pip_x;r_middle_finger_pip_y;r_middle_finger_pip_z;r_middle_finger_dip_x;r_middle_finger_dip_y;r_middle_finger_dip_z;r_middle_finger_tip_x;r_middle_finger_tip_y;r_middle_finger_tip_z;r_ring_finger_mcp_x;r_ring_finger_mcp_y;r_ring_finger_mcp_z;r_ring_finger_pip_x;r_ring_finger_pip_y;r_ring_finger_pip_z;r_ring_finger_dip_x;r_ring_finger_dip_y;r_ring_finger_dip_z;r_ring_finger_tip_x;r_ring_finger_tip_y;r_ring_finger_tip_z;r_pinky_mcp_x;r_pinky_mcp_y;r_pinky_mcp_z;r_pinky_pip_x;r_pinky_pip_y;r_pinky_pip_z;r_pinky_dip_x;r_pinky_dip_y;r_pinky_dip_z;r_pinky_tip_x;r_pinky_tip_y;r_pinky_tip_z;state
0.7256174683570862;0.9361178278923035;8.243380733574668e-08;0.6771407723426819;0.9095224142074585;-0.01465817354619503;0.6416577696800232;0.8596653938293457;-0.027480393648147583;0.6195942759513855;0.8215987682342529;-0.040750738233327866;0.5965366363525391;0.787638783454895;-0.053827591240406036;0.6487811803817749;0.7818019390106201;-0.0241970457136631;0.6334015727043152;0.7139682769775391;-0.04985792934894562;0.628708004951477;0.6867896318435669;-0.06936371326446533;0.6256099343299866;0.6666308045387268;-0.08241592347621918;0.6721044182777405;0.780786395072937;-0.03272313252091408;0.6596510410308838;0.7107672095298767;-0.0562761090695858;0.6557577848434448;0.6728000640869141;-0.07262659817934036;0.6534218788146973;0.6427975296974182;-0.08387856930494308;0.6976691484451294;0.7954829335212708;-0.0437619648873806;0.6905173659324646;0.7311732172966003;-0.06566634774208069;0.6863641142845154;0.694587230682373;-0.07579678297042847;0.6818664073944092;0.6637552976608276;-0.08229034394025803;0.7267105579376221;0.8223065137863159;-0.05624596029520035;0.7270599007606506;0.7720389366149902;-0.07535853981971741;0.7224807739257812;0.7365344166755676;-0.08248560130596161;0.716645359992981;0.7044161558151245;-0.08702891319990158;0.3333640396595001;0.9952436685562134;1.5321460011819e-07;0.37907615303993225;0.958532989025116;-0.012071065604686737;0.40832316875457764;0.9011667370796204;-0.018896199762821198;0.42598941922187805;0.8544636368751526;-0.02627425268292427;0.4418957829475403;0.8145710229873657;-0.03462827205657959;0.39023900032043457;0.8328613638877869;-0.014442653395235538;0.4026218354701996;0.7712457776069641;-0.03217029571533203;0.41030848026275635;0.7359983921051025;-0.046358902007341385;0.4174487292766571;0.7041305303573608;-0.056370437145233154;0.36465728282928467;0.8309248685836792;-0.02109057642519474;0.37484896183013916;0.7647443413734436;-0.03641713783144951;0.3840762972831726;0.7251625657081604;-0.04897361993789673;0.3930102586746216;0.6898219585418701;-0.058344289660453796;0.33701416850090027;0.844552218914032;-0.02997817099094391;0.3422972559928894;0.782272219657898;-0.04600321128964424;0.3513313829898834;0.7430492043495178;-0.05565927177667618;0.36248067021369934;0.7066255211830139;-0.06254419684410095;0.3076479136943817;0.8704689741134644;-0.040028154850006104;0.3022928833961487;0.8216073513031006;-0.05644290894269943;0.3039918839931488;0.7867861986160278;-0.06343626976013184;0.30858999490737915;0.7535879015922546;-0.06781976670026779;screw
0.7846834659576416;0.8007569909095764;2.2701283342030365e-07;0.7388480305671692;0.7676371335983276;-0.02551381289958954;0.7071909308433533;0.7100642323493958;-0.04322510585188866;0.6846495866775513;0.6607375741004944;-0.06049719080328941;0.6612359285354614;0.6122117042541504;-0.07844388484954834;0.7237321734428406;0.6255590319633484;-0.025141848251223564;0.7115700244903564;0.5527925491333008;-0.05086330324411392;0.7061386108398438;0.506675660610199;-0.07231683284044266;0.7037307024002075;0.4667861759662628;-0.08787651360034943;0.7507378458976746;0.6192842125892639;-0.03008439391851425;0.7391886711120605;0.5353274345397949;-0.05383763834834099;0.7356289625167847;0.48240023851394653;-0.07393675297498703;0.7339855432510376;0.4369282126426697;-0.08857575058937073;0.7784067988395691;0.6272165775299072;-0.038951244205236435;0.7705084085464478;0.548119068145752;-0.06065363809466362;0.7680460810661316;0.4986828863620758;-0.07399126142263412;0.7668682336807251;0.4577586054801941;-0.08315292745828629;0.8087185621261597;0.6481980681419373;-0.050556473433971405;0.8042330145835876;0.5837501287460327;-0.06922345608472824;0.800899088382721;0.5400789380073547;-0.0780956968665123;0.7983357906341553;0.5025681257247925;-0.08446205407381058;0.3092871904373169;0.8572763204574585;1.9004349383067165e-07;0.3628580570220947;0.8283261060714722;-0.010081593878567219;0.39769384264945984;0.7674108743667603;-0.012415317818522453;0.41741546988487244;0.7188110947608948;-0.016008226200938225;0.4369620680809021;0.6783679723739624;-0.020473388954997063;0.3793277442455292;0.6835847496986389;-0.0021179101895540953;0.39749646186828613;0.6155521869659424;-0.015639442950487137;0.40837299823760986;0.5749547481536865;-0.027691831812262535;0.4168563187122345;0.5393526554107666;-0.036138493567705154;0.35627707839012146;0.6763412356376648;-0.007739313878118992;0.37503868341445923;0.6046877503395081;-0.01931651122868061;0.3873968720436096;0.5602681636810303;-0.03026854805648327;0.3971899747848511;0.5213800668716431;-0.038254283368587494;0.33011430501937866;0.6816282868385315;-0.016153600066900253;0.3444436192512512;0.6131754517555237;-0.028791993856430054;0.3544224798679352;0.5725039839744568;-0.036516133695840836;0.36368465423583984;0.5367096662521362;-0.041598349809646606;0.29946354031562805;0.6970065236091614;-0.025950049981474876;0.3058212101459503;0.6425628662109375;-0.0385366827249527;0.3135922849178314;0.6064122319221497;-0.04329643398523331;0.32159051299095154;0.573893129825592;-0.04596782848238945;screw
0.8235920071601868;0.6846792697906494;1.4577672402538155e-07;0.7746164798736572;0.647994875907898;-0.023221870884299278;0.7376326322555542;0.5877764821052551;-0.037754785269498825;0.7128407955169678;0.5342187881469727;-0.05146137252449989;0.6916436553001404;0.4852381944656372;-0.06445791572332382;0.7566092014312744;0.49142584204673767;-0.016855763271450996;0.7390150427818298;0.414864182472229;-0.040795572102069855;0.7314712405204773;0.3679250478744507;-0.060996782034635544;0.7289918661117554;0.32624244689941406;-0.0749754011631012;0.784572958946228;0.4806886613368988;-0.019749073311686516;0.7701134085655212;0.3970479965209961;-0.03938525915145874;0.7645370960235596;0.3453618288040161;-0.05464411526918411;0.7619730830192566;0.3016567826271057;-0.06551110744476318;0.8138167262077332;0.48484766483306885;-0.026863569393754005;0.8017728924751282;0.40561816096305847;-0.044521916657686234;0.7965319752693176;0.3574167490005493;-0.0518113374710083;0.7940731644630432;0.31654250621795654;-0.056557390838861465;0.8459696769714355;0.5026867389678955;-0.03697590529918671;0.8385928273200989;0.439052939414978;-0.05143386870622635;0.8334030508995056;0.39777010679244995;-0.05532386526465416;0.8293649554252625;0.3626585006713867;-0.05746020749211311;0.29241204261779785;0.7673420310020447;1.1555562906551131e-07;0.35179346799850464;0.7423573136329651;-0.00988025963306427;0.3924757242202759;0.6828376054763794;-0.010208643041551113;0.4156135022640228;0.6317586898803711;-0.012039816938340664;0.4346834421157837;0.5906777381896973;-0.013932636007666588;0.37683331966400146;0.5882216691970825;0.0049425698816776276;0.39952898025512695;0.5157281756401062;-0.005932837259024382;0.4107487201690674;0.47384387254714966;-0.016975251957774162;0.41763192415237427;0.4380261301994324;-0.024345535784959793;0.35304906964302063;0.577846348285675;0.00044033635640516877;0.3785223662853241;0.49966561794281006;-0.007438252680003643;0.39315927028656006;0.45401835441589355;-0.016440723091363907;0.4030390679836273;0.41769272089004517;-0.022961076349020004;0.3266727328300476;0.5786010026931763;-0.007299728691577911;0.34612107276916504;0.5060059428215027;-0.01571645401418209;0.35903218388557434;0.4635929465293884;-0.021561508998274803;0.36929771304130554;0.42965418100357056;-0.025595735758543015;0.2958887815475464;0.589309811592102;-0.016850680112838745;0.3048378825187683;0.5317755341529846;-0.024545779451727867;0.31302690505981445;0.4944201707839966;-0.026221832260489464;0.3204517662525177;0.46239325404167175;-0.027025381103157997;screw
0.8977508544921875;0.4334312081336975;5.630849742033206e-08;0.8406537175178528;0.4152439534664154;-0.018582994118332863;0.7924424409866333;0.3622232675552368;-0.02624470181763172;0.758934497833252;0.310879111289978;-0.03299230337142944;0.7274631857872009;0.2755889594554901;-0.03794346749782562;0.8001618981361389;0.26340746879577637;-0.003549710614606738;0.772527813911438;0.18703605234622955;-0.015532349236309528;0.7620176672935486;0.1475721299648285;-0.026869220659136772;0.75544273853302;0.11387377977371216;-0.03459769859910011;0.8281746506690979;0.24249763786792755;-0.003850162960588932;0.8023982048034668;0.1591620147228241;-0.011097786016762257;0.7914542555809021;0.11498237401247025;-0.01902151107788086;0.7847694158554077;0.0795372724533081;-0.025153622031211853;0.8582830429077148;0.23621419072151184;-0.007899739779531956;0.8328501582145691;0.16035814583301544;-0.015295850113034248;0.8211461901664734;0.11967461556196213;-0.018907422199845314;0.8130677342414856;0.08839409053325653;-0.021765537559986115;0.8927357792854309;0.2400669902563095;-0.014509892091155052;0.8765372037887573;0.17999276518821716;-0.019076477736234665;0.8658801913261414;0.1490989327430725;-0.017752984538674355;0.8573560118675232;0.1257520169019699;-0.01670350879430771;0.27467265725135803;0.5889067649841309;1.9443787380168942e-07;0.3301963806152344;0.5652592182159424;-0.009715568274259567;0.37206369638442993;0.506729781627655;-0.01119292713701725;0.39777588844299316;0.4595641791820526;-0.013924380764365196;0.4184160828590393;0.4268333613872528;-0.017123892903327942;0.35354068875312805;0.415681928396225;-0.001836768933571875;0.37742650508880615;0.34650635719299316;-0.013546997681260109;0.38972437381744385;0.30709293484687805;-0.024329597130417824;0.39877456426620483;0.2723217010498047;-0.031724002212285995;0.3283151090145111;0.4012341797351837;-0.007381777744740248;0.3548140227794647;0.3231770694255829;-0.01723734475672245;0.3699018061161041;0.2777761220932007;-0.02629433199763298;0.3811095356941223;0.23972313106060028;-0.032530345022678375;0.3002895712852478;0.3982127606868744;-0.015520191751420498;0.3204744756221771;0.32331448793411255;-0.025967242196202278;0.33350831270217896;0.27991968393325806;-0.03200629726052284;0.3447645902633667;0.24328234791755676;-0.0358327180147171;0.26763179898262024;0.4062161147594452;-0.025159884244203568;0.27614831924438477;0.3452724814414978;-0.034313540905714035;0.2838926613330841;0.30625391006469727;-0.0359785370528698;0.29217207431793213;0.27261805534362793;-0.036568015813827515;screw
0.8989687561988831;0.3229662775993347;2.3969352724861892e-08;0.842243492603302;0.3075472414493561;-0.01489721518009901;0.7878630757331848;0.2613336443901062;-0.02061348780989647;0.7521880269050598;0.21760183572769165;-0.02599034272134304;0.7212127447128296;0.19180168211460114;-0.030108151957392693;0.7989984750747681;0.16024503111839294;-0.0029266311321407557;0.7679968476295471;0.09380289167165756;-0.014286303892731667;0.7551829218864441;0.058765508234500885;-0.025707419961690903;0.7454462051391602;0.02810467779636383;-0.03397681564092636;0.8235355615615845;0.13952606916427612;-0.0058888322673738;0.7912668585777283;0.06420055031776428;-0.012601192109286785;0.7766287326812744;0.02185063064098358;-0.020069511607289314;0.7665075659751892;-0.012960180640220642;-0.025991642847657204;0.8515020608901978;0.1337990015745163;-0.012062872759997845;0.8218265175819397;0.0633382573723793;-0.01850850321352482;0.8077130317687988;0.02351187914609909;-0.020857634022831917;0.7973744869232178;-0.009209990501403809;-0.023395776748657227;0.886264443397522;0.1389538049697876;-0.02065758965909481;0.8683117628097534;0.08885936439037323;-0.024767544120550156;0.8547409772872925;0.06185344606637955;-0.022505320608615875;0.8436269760131836;0.0413769856095314;-0.020972980186343193;0.2689625918865204;0.48879700899124146;1.7371729654769297e-07;0.32362818717956543;0.46473169326782227;-0.009463626891374588;0.36626970767974854;0.41058850288391113;-0.01197108719497919;0.396515429019928;0.3649081289768219;-0.01601600833237171;0.422066330909729;0.3347899615764618;-0.02038305625319481;0.3526526391506195;0.3140127956867218;-0.0003085929492954165;0.3752771317958832;0.24109742045402527;-0.011420561000704765;0.3858930468559265;0.2010037899017334;-0.02198767475783825;0.3936503529548645;0.16553278267383575;-0.029502760618925095;0.3265056014060974;0.29981759190559387;-0.00651885848492384;0.35230720043182373;0.21795828640460968;-0.016320256516337395;0.3663051426410675;0.1730206310749054;-0.025577379390597343;0.37620237469673157;0.13633139431476593;-0.03203598037362099;0.29801371693611145;0.29665666818618774;-0.015345650725066662;0.31951484084129333;0.22084331512451172;-0.025449544191360474;0.33291488885879517;0.17853838205337524;-0.03063715621829033;0.344046413898468;0.14317117631435394;-0.034021779894828796;0.2650951147079468;0.3036680519580841;-0.025784557685256004;0.2768995463848114;0.24294143915176392;-0.033660560846328735;0.2884080410003662;0.20634247362613678;-0.03393753245472908;0.3007940351963043;0.17467759549617767;-0.03378330171108246;screw
0.8979086875915527;0.3121229410171509;1.854881617191495e-07;0.8419374823570251;0.2941385507583618;-0.01564040221273899;0.7877050042152405;0.24871909618377686;-0.021449735388159752;0.7504101395606995;0.2086843103170395;-0.026926005259156227;0.7180977463722229;0.18453651666641235;-0.03091053105890751;0.7977817058563232;0.15311165153980255;0.001357894390821457;0.7674815654754639;0.08931595832109451;-0.009745046496391296;0.7525659799575806;0.051302000880241394;-0.021370425820350647;0.7421727180480957;0.01845894753932953;-0.0295721422880888;0.8219922780990601;0.13318178057670593;-0.00024693412706255913;0.7906278967857361;0.06211046874523163;-0.006848047487437725;0.7735903263092041;0.02030937373638153;-0.01500271912664175;0.7613901495933533;-0.014670699834823608;-0.021062249317765236;0.850624144077301;0.12557128071784973;-0.005448635201901197;0.8217140436172485;0.05758526921272278;-0.010864845477044582;0.8062050342559814;0.019660338759422302;-0.01296352781355381;0.7945839166641235;-0.0111168771982193;-0.014848778024315834;0.8856004476547241;0.12802594900131226;-0.013246182352304459;0.8636151552200317;0.07615479081869125;-0.016327429562807083;0.8474017977714539;0.04791948199272156;-0.01429786067456007;0.8331859707832336;0.025705650448799133;-0.012566862627863884;0.27460601925849915;0.45681148767471313;3.232540564113151e-07;0.3289981782436371;0.4342299997806549;-0.010990092530846596;0.3719901144504547;0.38433706760406494;-0.014843195676803589;0.40194982290267944;0.34125128388404846;-0.019824299961328506;0.42868489027023315;0.31083616614341736;-0.024754419922828674;0.3579467833042145;0.29079902172088623;-0.001630914630368352;0.37990903854370117;0.2188722789287567;-0.013937351293861866;0.39131882786750793;0.1774321049451828;-0.024870645254850388;0.39955323934555054;0.14218324422836304;-0.032029058784246445;0.3325696885585785;0.27577123045921326;-0.006712434813380241;0.35691288113594055;0.19595122337341309;-0.01725592464208603;0.37088310718536377;0.14812149107456207;-0.0270259827375412;0.38081616163253784;0.10953006148338318;-0.03341821953654289;0.3042287230491638;0.271873414516449;-0.014524388127028942;0.3251209557056427;0.1967776119709015;-0.025127369910478592;0.33896467089653015;0.15361304581165314;-0.031104568392038345;0.3506295084953308;0.11943168938159943;-0.03455290570855141;0.2720412313938141;0.27736321091651917;-0.02399413473904133;0.2856829762458801;0.21830177307128906;-0.032821353524923325;0.29766082763671875;0.18226101994514465;-0.03420022875070572;0.3104305863380432;0.15202723443508148;-0.034199636429548264;screw
0.8958277702331543;0.28430142998695374;2.401673100393964e-07;0.8408536911010742;0.2681971788406372;-0.017617685720324516;0.7864544987678528;0.22031661868095398;-0.025056142359972;0.7487850189208984;0.1791715919971466;-0.031680598855018616;0.7161351442337036;0.15548080205917358;-0.037462424486875534;0.8006654381752014;0.12569501996040344;-0.00675286166369915;0.7690760493278503;0.054402612149715424;-0.019922642037272453;0.7524171471595764;0.011196151375770569;-0.032001957297325134;0.7403989434242249;-0.024189233779907227;-0.040313150733709335;0.8249274492263794;0.10783353447914124;-0.008326795883476734;0.7927061915397644;0.034655630588531494;-0.018941041082143784;0.775574803352356;-0.009030431509017944;-0.029350006952881813;0.7629120349884033;-0.044572293758392334;-0.03640786185860634;0.8523352146148682;0.10101687163114548;-0.01300471555441618;0.8213362693786621;0.030903607606887817;-0.022972235456109047;0.8041233420372009;-0.009691283106803894;-0.02774827554821968;0.7911359071731567;-0.04282815754413605;-0.030660592019557953;0.8842810392379761;0.10337834805250168;-0.019946042448282242;0.8585630059242249;0.046367451548576355;-0.027932576835155487;0.841506838798523;0.01432095468044281;-0.028567299246788025;0.8265568017959595;-0.011874526739120483;-0.02808392234146595;0.2852325439453125;0.4183560013771057;3.403736172913341e-07;0.3373451828956604;0.39875808358192444;-0.011123542673885822;0.37789005041122437;0.34903332591056824;-0.015217580832540989;0.4068489968776703;0.3054913282394409;-0.02029794082045555;0.43460628390312195;0.27727770805358887;-0.025420155376195908;0.36697930097579956;0.2561732232570648;-0.0018995010759681463;0.3883291184902191;0.18550795316696167;-0.013981116935610771;0.39931410551071167;0.14549683034420013;-0.02480883151292801;0.4075351059436798;0.11161863803863525;-0.03191782534122467;0.3426322937011719;0.24080276489257812;-0.00642809271812439;0.3667563796043396;0.163356751203537;-0.016365407034754753;0.3805244266986847;0.11693519353866577;-0.02576371654868126;0.3907237946987152;0.07895734906196594;-0.031900595873594284;0.31545504927635193;0.2363995462656021;-0.013616571202874184;0.3373119533061981;0.16394466161727905;-0.0238262377679348;0.35073545575141907;0.12124858796596527;-0.02946261130273342;0.36220547556877136;0.08593510091304779;-0.03265076503157616;0.28419604897499084;0.24135826528072357;-0.02240937389433384;0.30088916420936584;0.1849522739648819;-0.031044067814946175;0.31428149342536926;0.1503368467092514;-0.032234519720077515;0.32755976915359497;0.12039034068584442;-0.031975045800209045;screw
0.8844591379165649;0.2670438289642334;2.194638852870412e-07;0.8271466493606567;0.2525653839111328;-0.016905393451452255;0.7756472826004028;0.2051602303981781;-0.02390037663280964;0.7446637749671936;0.1579168289899826;-0.030217237770557404;0.7178787589073181;0.12209861725568771;-0.03525786101818085;0.7866740226745605;0.11105984449386597;-0.002256188541650772;0.7539820671081543;0.04629054665565491;-0.015345897525548935;0.7363095283508301;0.006482243537902832;-0.028271406888961792;0.7240937352180481;-0.028006762266159058;-0.03697473928332329;0.8112714290618896;0.09047767519950867;-0.003944452852010727;0.7769597172737122;0.021281331777572632;-0.013790758326649666;0.7584891319274902;-0.02060753107070923;-0.024526506662368774;0.745452880859375;-0.05640171468257904;-0.03171483054757118;0.8384445905685425;0.08195829391479492;-0.008986575528979301;0.8043960928916931;0.014537617564201355;-0.018351158127188683;0.7874670624732971;-0.024493366479873657;-0.022489765658974648;0.7758165001869202;-0.0568833202123642;-0.024619027972221375;0.869706928730011;0.08222838491201401;-0.01632760465145111;0.8400867581367493;0.024441257119178772;-0.023009533062577248;0.8231065273284912;-0.007501527667045593;-0.022130297496914864;0.8098116517066956;-0.03403915464878082;-0.020303618162870407;0.28719401359558105;0.4128068685531616;2.8068970436834206e-07;0.3381068706512451;0.391933798789978;-0.011501342058181763;0.37763264775276184;0.3391219973564148;-0.01492216531187296;0.4057791829109192;0.29436391592025757;-0.019143102690577507;0.43317437171936035;0.2664916217327118;-0.023230822756886482;0.36489248275756836;0.24775879085063934;-0.000718768045771867;0.3829319179058075;0.17810121178627014;-0.012362591922283173;0.39258381724357605;0.13628660142421722;-0.023018429055809975;0.3996220827102661;0.10017770528793335;-0.030242733657360077;0.34054017066955566;0.23381194472312927;-0.00500312726944685;0.36227867007255554;0.15696394443511963;-0.015059621073305607;0.3750939965248108;0.10808312892913818;-0.024004943668842316;0.38494592905044556;0.0678849071264267;-0.029882481321692467;0.313711941242218;0.23059803247451782;-0.012190352194011211;0.33370447158813477;0.1578456163406372;-0.02251536399126053;0.34592705965042114;0.11553868651390076;-0.027850907295942307;0.3562299311161041;0.08188527822494507;-0.030741123482584953;0.2824028730392456;0.23676413297653198;-0.021113630384206772;0.29750877618789673;0.18037553131580353;-0.029639754444360733;0.30918166041374207;0.14635643362998962;-0.031067373231053352;0.3212567865848541;0.11686766147613525;-0.031149480491876602;screw
0.8445184230804443;0.2497120052576065;1.5464202363091317e-07;0.794836699962616;0.22267241775989532;-0.009336929768323898;0.7495157122612;0.1704460084438324;-0.012432839721441269;0.7178243398666382;0.12134695798158646;-0.01512946467846632;0.6931379437446594;0.08444222062826157;-0.016599060967564583;0.7653950452804565;0.09426051378250122;-0.0008751042769290507;0.7284346222877502;0.029740750789642334;-0.009405907243490219;0.7063844799995422;-0.0060853511095047;-0.017356546595692635;0.690763533115387;-0.032873645424842834;-0.022186771035194397;0.787528395652771;0.07565151154994965;-0.002199753886088729;0.7534213662147522;0.008523106575012207;-0.007477562874555588;0.7340999245643616;-0.025216341018676758;-0.013385962694883347;0.7202909588813782;-0.05164957046508789;-0.017093786969780922;0.8108912110328674;0.0669722780585289;-0.005251642782241106;0.7797034978866577;0.005024746060371399;-0.009810524061322212;0.7633678913116455;-0.024286597967147827;-0.007628889754414558;0.7525115609169006;-0.04877668619155884;-0.005439530126750469;0.8347100019454956;0.06729955971240997;-0.00974449422210455;0.8095963001251221;0.014604911208152771;-0.01161714643239975;0.7950999736785889;-0.010077372193336487;-0.005805582739412785;0.7861697673797607;-0.029513850808143616;-9.32807961362414e-05;0.26324543356895447;0.41784799098968506;2.1344912681797723e-07;0.3135700225830078;0.3989180624485016;-0.01034669391810894;0.3554108440876007;0.3449666202068329;-0.012245922349393368;0.3833710551261902;0.3002825379371643;-0.01475463155657053;0.40815311670303345;0.2711496353149414;-0.017727047204971313;0.34032008051872253;0.25256648659706116;-0.0006440589786507189;0.35820454359054565;0.18534857034683228;-0.011614062823355198;0.3677026331424713;0.1430087685585022;-0.02226659096777439;0.3743918240070343;0.10808165371417999;-0.02966339699923992;0.3160760998725891;0.23923149704933167;-0.004575434140861034;0.33541879057884216;0.16478225588798523;-0.014537722803652287;0.34650740027427673;0.11553029716014862;-0.024127574637532234;0.3542625308036804;0.07502315938472748;-0.03065355122089386;0.2895750105381012;0.23672306537628174;-0.011079435236752033;0.3056747019290924;0.16626355051994324;-0.021312164142727852;0.3177647292613983;0.12412106990814209;-0.027736665681004524;0.3280261754989624;0.08866800367832184;-0.03170990198850632;0.2587740421295166;0.24339531362056732;-0.019121285527944565;0.2706131935119629;0.18768984079360962;-0.027798118069767952;0.28200605511665344;0.155123770236969;-0.03014935925602913;0.29333609342575073;0.1276450902223587;-0.03110087290406227;screw
0.47789227962493896;0.187866672873497;1.568041483324123e-07;0.42574241757392883;0.1841144561767578;-0.02190139889717102;0.3765360713005066;0.15165752172470093;-0.035811442881822586;0.3474755585193634;0.12006573379039764;-0.048708684742450714;0.33051198720932007;0.08661156892776489;-0.05989740788936615;0.3627568185329437;0.043036751449108124;-0.010312310419976711;0.34278833866119385;-0.01792425662279129;-0.028065677732229233;0.331436425447464;-0.04885053262114525;-0.04512069746851921;0.3219028413295746;-0.07176947593688965;-0.057088639587163925;0.3899478614330292;0.02233785018324852;-0.012409972958266735;0.37120646238327026;-0.041369546204805374;-0.025929275900125504;0.3618733584880829;-0.07400032877922058;-0.03830151632428169;0.3560047149658203;-0.1000823825597763;-0.047231871634721756;0.4200495779514313;0.014680653810501099;-0.018468724563717842;0.40557241439819336;-0.0446782149374485;-0.03077911213040352;0.40013864636421204;-0.07724739611148834;-0.03302605450153351;0.39737871289253235;-0.10596668720245361;-0.034519825130701065;0.45313745737075806;0.019496921449899673;-0.02751758135855198;0.44637638330459595;-0.03415904566645622;-0.036726828664541245;0.44357752799987793;-0.06417278945446014;-0.03461639955639839;0.4420856833457947;-0.08918148279190063;-0.03217675909399986;0.07610256969928741;0.49051058292388916;2.1307964459538198e-07;0.12133409082889557;0.4583929777145386;-0.01197190210223198;0.1506383866071701;0.40040552616119385;-0.014466638676822186;0.16847994923591614;0.3505723476409912;-0.017680324614048004;0.18576325476169586;0.3121812045574188;-0.021326661109924316;0.1242283508181572;0.31681016087532043;0.00022624272969551384;0.13154223561286926;0.24808938801288605;-0.011123950593173504;0.13284730911254883;0.20616893470287323;-0.022322898730635643;0.13200102746486664;0.17038126289844513;-0.03040027990937233;0.0993012934923172;0.31110915541648865;-0.0034813799429684877;0.10681846737861633;0.23666924238204956;-0.014065572991967201;0.10898140072822571;0.18754048645496368;-0.025774898007512093;0.109130859375;0.14717316627502441;-0.034117210656404495;0.07387840747833252;0.31753119826316833;-0.01006421446800232;0.0790727511048317;0.2480442225933075;-0.021180011332035065;0.08313792198896408;0.20656168460845947;-0.029932089149951935;0.08669890463352203;0.17116832733154297;-0.03567798063158989;0.04631131887435913;0.3334808945655823;-0.018257567659020424;0.05048277974128723;0.27942225337028503;-0.028898220509290695;0.055849216878414154;0.24590235948562622;-0.033703457564115524;0.062060609459877014;0.21635080873966217;-0.036392103880643845;screw
